"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051250","negative regulation of lymphocyte activation","31/1258","150/16666",0.206666666666667,2.73792262851086,6.10932846024889,2.16637551029286e-07,1.44942231776486e-05,1.27209076905959e-05,"LILRB2/GPNMB/MERTK/VSIG4/CLNK/ADORA2A/CTLA4/FCGR2B/FGR/FOXJ1/TNFRSF13B/PTPN22/LGALS9B/TBX21/ANXA1/HLA-DRB1/IL2RA/IL10/LAG3/MIR21/ASCL2/PDCD1/LAX1/BANK1/CRTAM/VSIR/SPN/TYROBP/RUNX1/RUNX3/TNFRSF14",31
"GO:0036158","outer dynein arm assembly","11/1258","23/16666",0.478260869565217,6.33600608280915,7.31702050461067,2.51301558971913e-07,1.65892535795992e-05,1.45596187429622e-05,"ODAD3/DNAAF1/DNAAF6/DAW1/DNAH5/DNAI1/ZMYND10/ODAD2/CLXN/ODAD4/ODAD1",11
"GO:0045785","positive regulation of cell adhesion","67/1258","468/16666",0.143162393162393,1.89661720544073,5.62171911085892,2.63933228846452e-07,1.71938607370893e-05,1.50902544138249e-05,"CD24/LILRB2/AGR2/COL8A1/DAB2/CLECL1P/DPP4/ECM2/FGB/KLRK1/MMRN1/FOXF1/ALOX15/PRKD2/GATA3/GCNT1/ANGPT1/ICOS/RHOD/ANXA1/CD209/HLA-DPA1/HLA-DQA2/HLA-DQB1/HLA-DQB2/HLA-DRB1/HLA-DRB5/IGF2/IL2RA/IL2RG/IL7R/IL10/IL15/ITGA4/ITGA5/LCK/RHOH/MIR21/KITLG/F11R/LEF1/PODXL/SIRPG/CASS4/S100A10/CCL5/CCL19/CXCL12/VSIR/SLAMF1/SPN/SPTA1/TGFBR2/TGM2/CCR2/VCAM1/RUNX1/RUNX3/TNFSF14/TNFRSF14/NRP1/CD3E/CD6/CD28/CD36/CD40LG/TESPA1",67
"GO:0007389","pattern specification process","61/1258","412/16666",0.148058252427184,1.96147761124917,5.64647618515771,2.81464056038356e-07,1.80977732655312e-05,1.5883576532144e-05,"SIX2/WIF1/ODAD3/FOXN4/DNAAF1/CIMAP3/OSR1/CFAP52/DAW1/DLX2/DNAH5/ETS2/FGF10/FOXF1/FOXC1/FOXJ1/FOLR1/CFAP45/DNAI1/HHEX/HOXB2/HOXB3/HOXB4/HOXB7/DNAAF3/ISL1/SMAD6/MFNG/MSX1/NKX3-1/OTX2/LEF1/CCDC40/ODAD2/MNS1/TDRD1/SHROOM3/DMRT3/SEMA3F/GREM2/SIX1/SIX3/TBX1/TBX3/ZEB1/CRIPTO/CRIPTO3/TGFBR2/WNT6/WNT8A/WT1/ZIC3/EOMES/ODAD4/TP63/DNAH11/NRP1/ALDH1A2/TBX18/DRC1/MAFB",61
"GO:0070665","positive regulation of leukocyte proliferation","31/1258","152/16666",0.203947368421053,2.7018973307673,6.02280574023188,2.95493804021126e-07,1.87562797911359e-05,1.64615171794765e-05,"CD24/LILRB2/FCRL3/CSF2RB/CLECL1P/FGF10/ANXA1/CD209/HLA-DPA1/IGF2/IL2RA/IL5RA/IL15/MIR21/KITLG/NFATC2/PRLR/RAC2/CCL5/CCL19/SLAMF1/SPN/SPTA1/BST2/TGFBR2/CCR2/VCAM1/CD3E/CD6/CD28/CD40LG",31
"GO:0002695","negative regulation of leukocyte activation","34/1258","176/16666",0.193181818181818,2.55927518427518,5.94208168825975,3.12081894809754e-07,1.93691523949036e-05,1.6999407049328e-05,"LILRB2/GPNMB/MERTK/VSIG4/CLNK/ADORA2A/CTLA4/FCGR2B/ADGRF5/FGR/FOXJ1/TNFRSF13B/PTPN22/LGALS9B/TBX21/ANXA1/HLA-DRB1/IL2RA/IL10/LAG3/MIR21/ASCL2/PDCD1/LAX1/BANK1/CRTAM/VSIR/SPN/TYROBP/CST7/RUNX1/RUNX3/TNFRSF14/CD84",34
"GO:0006958","complement activation, classical pathway","14/1258","38/16666",0.368421052631579,4.88084679106351,6.84334023989569,3.12973579396543e-07,1.93691523949036e-05,1.6999407049328e-05,"CFI/IGHA1/IGHA2/IGHG1/IGHG2/IGHG3/IGHG4/IGHM/SERPING1/C1R/C1S/C6/C7/C9",14
"GO:1902105","regulation of leukocyte differentiation","50/1258","315/16666",0.158730158730159,2.10285916168269,5.64641789747784,4.08957133029218e-07,2.49968736497242e-05,2.19385970779027e-05,"LILRB2/BATF/FCRL3/CCR1/CTLA4/NFAM1/FCGR2B/IKZF3/FOXJ1/GATA3/TBX21/ANXA1/HLA-DRB1/IL2RA/IL2RG/IL7R/IL10/IL15/IRF4/LAG3/RHOH/LTF/MIR21/MIR223/KITLG/ASCL2/ROR2/TNFRSF11B/LEF1/CLDN18/POU4F2/CRTAM/SLAMF8/CCL3/CCL19/PRDM1/VSIR/ZEB1/TGFBR2/CCR2/TYROBP/CALCA/DCSTAMP/RUNX1/RUNX3/CD2/GPR55/CD28/TESPA1/MAFB",50
"GO:0042102","positive regulation of T cell proliferation","23/1258","95/16666",0.242105263157895,3.20741360555602,6.16511246789017,4.2209980632304e-07,2.5485562696407e-05,2.23674967971953e-05,"CD24/LILRB2/CLECL1P/ANXA1/CD209/HLA-DPA1/IGF2/IL2RA/IL15/MIR21/KITLG/CCL5/CCL19/SLAMF1/SPN/SPTA1/TGFBR2/CCR2/VCAM1/CD3E/CD6/CD28/CD40LG",23
"GO:0071621","granulocyte chemotaxis","25/1258","110/16666",0.227272727272727,3.01091198150022,6.04618651228154,4.9090279302822e-07,2.92826473287074e-05,2.57000219355801e-05,"CCL26/JAML/CMKLR1/DPEP1/DPP4/ANXA1/CXCR1/CXCR2/ITGA1/MIR223/CCL3L3/CXCL9/RAC2/CCL3/CCL4/CCL5/CCL18/CCL19/CCL22/CCL24/CXCL11/PERP/SLAMF1/XCL2/C5AR1",25
"GO:0048245","eosinophil chemotaxis","9/1258","16/16666",0.5625,7.45200715421304,7.37764166161878,5.43998055793735e-07,3.2063504455176e-05,2.81406513072248e-05,"CCL26/CCL3L3/CCL3/CCL4/CCL5/CCL18/CCL22/CCL24/XCL2",9
"GO:0097530","granulocyte migration","28/1258","134/16666",0.208955223880597,2.76824146358826,5.87220374518391,6.53163522721353e-07,3.80448541293344e-05,3.33902046042569e-05,"CCL26/JAML/CMKLR1/DPEP1/DPP4/ANXA1/IL1R1/CXCR1/CXCR2/ITGA1/MIR223/CCL3L3/CXCL9/PECAM1/SLAMF8/RAC2/CCL3/CCL4/CCL5/CCL18/CCL19/CCL22/CCL24/CXCL11/PERP/SLAMF1/XCL2/C5AR1",28
"GO:0042088","T-helper 1 type immune response","15/1258","46/16666",0.326086956521739,4.32000414736988,6.44275886235731,7.41884850007158e-07,4.27101382835516e-05,3.7484708210888e-05,"TBX21/ANXA1/HLA-DRB1/IL1R1/ASCL2/LEF1/CCL19/SLAMF1/SPN/STAT4/STAT6/CCR2/IL18R1/IL1RL1/IL27RA",15
